id_x,courseId,enrollmentDate,completionStatus,completionDate,percentage,userId,learningPathId,name,employeeId,organizationDomainId_x,roleId,joiningDate,designationId,departmentId,id_y,title,duration,difficultyLevel,organizationDomainId_y,id,completionTime,performanceScore,organizationDomainId
346,33,2023-01-05,In Progress,,11,EMP0176,8.0,Kimberly Franco,EMP0176,1,2,2020-10-07,1,1,33,Course 33,74,Advanced,2,,,,
347,23,2023-03-27,In Progress,,40,EMP0105,1.0,Robert Diaz,EMP0105,1,2,2021-01-27,1,2,23,Course 23,41,Intermediate,1,,,,
348,15,2021-07-28,In Progress,,31,EMP0699,,Matthew Bryant,EMP0699,1,1,2021-12-24,1,2,15,Course 15,41,Advanced,1,,,,
349,32,2023-07-31,Completed,2024-03-05,98,EMP0673,1.0,Sydney Ferguson,EMP0673,2,2,2022-12-26,2,2,32,Course 32,64,Advanced,1,,,,
350,36,2024-07-04,Completed,2024-10-04,63,EMP0143,,Michael Smith,EMP0143,1,1,2020-09-12,1,2,36,Course 36,36,Beginner,2,,,,
351,8,2019-11-18,In Progress,,28,EMP0333,,David Garcia DVM,EMP0333,2,1,2022-04-16,2,1,8,Course 8,110,Advanced,1,,,,
352,50,2024-06-30,In Progress,,3,EMP0744,,Juan Thomas,EMP0744,2,1,2023-12-12,2,1,50,Course 50,87,Intermediate,2,,,,
353,25,2023-09-15,In Progress,,18,EMP0816,1.0,Kimberly Williams,EMP0816,1,2,2024-06-27,2,1,25,Course 25,83,Advanced,1,,,,
354,20,2023-05-01,Completed,2024-07-23,78,EMP0579,,Darlene Henderson,EMP0579,1,1,2022-10-24,2,2,20,Course 20,53,Intermediate,2,,,,
355,49,2024-03-15,In Progress,,10,EMP0268,5.0,Robert Schmitt,EMP0268,1,2,2020-12-28,1,1,49,Course 49,62,Beginner,2,,,,
356,37,2021-09-08,In Progress,,38,EMP0238,,Kimberly Martinez,EMP0238,1,2,2021-04-14,1,1,37,Course 37,92,Advanced,1,,,,
357,36,2019-10-26,In Progress,,7,EMP0899,,Kristin Cardenas,EMP0899,1,2,2021-05-15,1,2,36,Course 36,36,Beginner,2,,,,
358,6,2023-06-26,In Progress,,6,EMP0386,,Samantha Edwards,EMP0386,1,1,2020-02-05,2,1,6,Course 6,37,Advanced,2,,,,
359,23,2024-05-13,Completed,2024-08-10,91,EMP0422,7.0,Edward Jimenez,EMP0422,1,1,2021-09-18,1,2,23,Course 23,41,Intermediate,1,,,,
360,16,2022-08-18,Completed,2024-08-04,80,EMP0181,8.0,Karen Miller,EMP0181,2,1,2021-12-30,1,1,16,Course 16,51,Advanced,1,,,,
361,16,2020-07-12,Completed,2022-08-01,60,EMP0038,2.0,Matthew Mueller,EMP0038,1,2,2020-10-28,2,2,16,Course 16,51,Advanced,1,,,,
362,26,2023-09-23,In Progress,,32,EMP0167,6.0,Timothy Anderson,EMP0167,1,2,2023-07-22,1,1,26,Course 26,110,Beginner,2,,,,
363,26,2021-03-10,In Progress,,10,EMP0012,,Derek Walsh,EMP0012,2,1,2021-12-05,2,1,26,Course 26,110,Beginner,2,,,,
364,25,2021-06-23,In Progress,,15,EMP0114,,Kelly Garcia,EMP0114,1,1,2024-04-24,1,1,25,Course 25,83,Advanced,1,,,,
365,16,2021-03-23,Completed,2023-02-13,70,EMP0882,7.0,Kelli Hardy,EMP0882,1,2,2022-01-28,1,2,16,Course 16,51,Advanced,1,,,,
366,43,2022-05-09,In Progress,,23,EMP0503,,Jeffery Arnold,EMP0503,1,1,2022-11-06,1,2,43,Course 43,115,Intermediate,1,,,,
367,21,2024-08-02,Completed,2024-09-24,50,EMP0725,,Nicole Nichols,EMP0725,2,2,2022-02-05,2,1,21,Course 21,109,Intermediate,1,,,,
368,39,2024-08-28,In Progress,,39,EMP0128,2.0,Douglas Snyder,EMP0128,1,2,2021-09-07,2,1,39,Course 39,102,Beginner,2,,,,
369,8,2022-08-22,Completed,2024-03-29,70,EMP0417,,Jennifer Valentine,EMP0417,1,1,2023-07-04,1,1,8,Course 8,110,Advanced,1,,,,
370,26,2023-11-11,Completed,2024-07-24,55,EMP0225,5.0,Robert Vang,EMP0225,2,2,2020-04-04,2,2,26,Course 26,110,Beginner,2,,,,
371,10,2021-05-08,Completed,2024-10-01,67,EMP0039,,James Fisher,EMP0039,1,2,2019-10-30,1,1,10,Course 10,88,Advanced,2,,,,
372,3,2021-02-18,Completed,2024-02-29,69,EMP0536,,Brianna Holden,EMP0536,2,2,2024-05-24,1,1,3,Course 3,54,Advanced,2,,,,
373,15,2023-02-26,In Progress,,12,EMP0731,10.0,Michael Baker,EMP0731,2,1,2022-11-14,1,2,15,Course 15,41,Advanced,1,,,,
374,33,2024-03-29,Completed,2024-05-22,99,EMP0616,,Lisa Garcia,EMP0616,1,2,2020-07-20,1,1,33,Course 33,74,Advanced,2,,,,
375,4,2024-01-23,In Progress,,30,EMP0065,,Michael Landry,EMP0065,2,2,2021-10-14,1,1,4,Course 4,55,Intermediate,2,,,,
376,11,2020-07-20,Completed,2022-04-15,95,EMP0561,,Colton Garcia,EMP0561,2,1,2020-11-11,1,2,11,Course 11,42,Beginner,1,,,,
377,19,2021-08-27,Completed,2023-07-17,51,EMP0260,,Karen Davis,EMP0260,1,2,2021-05-18,2,1,19,Course 19,86,Intermediate,1,,,,
378,1,2020-03-05,Completed,2024-07-10,51,EMP0290,7.0,Daniel Kramer,EMP0290,2,1,2020-08-19,2,1,1,Course 1,107,Intermediate,2,,,,
379,43,2023-10-17,In Progress,,26,EMP0384,,Leslie Bullock,EMP0384,2,1,2021-02-07,2,2,43,Course 43,115,Intermediate,1,533.0,100h,89.93,1.0
380,27,2022-07-26,Completed,2023-05-17,97,EMP0406,,Rebecca Simpson,EMP0406,2,2,2020-01-24,1,1,27,Course 27,91,Intermediate,2,,,,
381,2,2022-04-13,Completed,2023-04-24,75,EMP0821,8.0,Mark Short,EMP0821,2,2,2021-07-15,1,2,2,Course 2,102,Advanced,2,,,,
382,24,2022-05-23,Completed,2023-06-21,90,EMP0689,,Victoria Baldwin,EMP0689,2,2,2021-09-03,2,2,24,Course 24,115,Advanced,1,,,,
383,12,2024-02-05,Completed,2024-08-26,62,EMP0998,3.0,Stacy Miranda,EMP0998,2,2,2022-06-18,2,1,12,Course 12,114,Advanced,1,,,,
384,39,2023-12-15,Completed,2024-05-06,91,EMP0923,5.0,Kelly Fowler,EMP0923,1,2,2020-06-20,1,1,39,Course 39,102,Beginner,2,,,,
385,6,2023-05-23,Completed,2023-12-06,86,EMP0586,,Andrew Rodriguez,EMP0586,2,1,2021-05-20,2,2,6,Course 6,37,Advanced,2,,,,
386,50,2024-08-19,In Progress,,32,EMP0497,,Michael Holland,EMP0497,1,2,2021-08-16,2,1,50,Course 50,87,Intermediate,2,,,,
387,44,2022-06-14,Completed,2024-06-14,65,EMP0069,6.0,Emily Young,EMP0069,2,1,2021-12-29,2,1,44,Course 44,70,Beginner,1,360.0,24h,76.72,2.0
388,19,2021-03-29,In Progress,,18,EMP0610,2.0,Edward Anderson,EMP0610,1,2,2021-12-12,2,1,19,Course 19,86,Intermediate,1,,,,
389,2,2024-06-15,In Progress,,17,EMP0717,2.0,Wyatt Figueroa,EMP0717,2,2,2024-06-21,1,1,2,Course 2,102,Advanced,2,,,,
390,22,2020-06-02,Completed,2021-07-09,96,EMP0523,,James Mendoza,EMP0523,2,2,2019-12-28,1,1,22,Course 22,74,Beginner,2,,,,
391,38,2021-10-13,In Progress,,35,EMP0700,7.0,Mary Johns,EMP0700,2,2,2020-03-25,1,2,38,Course 38,72,Beginner,2,,,,
392,20,2021-04-16,Completed,2024-09-18,69,EMP0387,1.0,Kaylee Morrow,EMP0387,1,1,2020-04-15,2,1,20,Course 20,53,Intermediate,2,,,,
393,12,2024-09-23,In Progress,,19,EMP0740,4.0,Joseph Joyce,EMP0740,1,2,2020-03-10,1,1,12,Course 12,114,Advanced,1,,,,
394,38,2020-09-19,Completed,2022-06-13,91,EMP0105,8.0,Robert Diaz,EMP0105,1,2,2021-01-27,1,2,38,Course 38,72,Beginner,2,,,,
395,10,2020-07-12,Completed,2023-08-21,83,EMP0124,10.0,Kenneth Morrison,EMP0124,2,2,2022-07-05,2,2,10,Course 10,88,Advanced,2,,,,
396,35,2021-11-03,Completed,2024-02-21,92,EMP0611,,Steven Kelly,EMP0611,1,1,2020-02-20,2,2,35,Course 35,56,Advanced,2,,,,
397,40,2020-04-14,In Progress,,13,EMP0807,,Isaiah Ramsey,EMP0807,1,2,2022-05-02,1,2,40,Course 40,68,Beginner,2,,,,
398,4,2021-05-27,In Progress,,40,EMP0022,9.0,Diane Manning,EMP0022,2,2,2021-05-15,1,2,4,Course 4,55,Intermediate,2,,,,
399,31,2020-09-06,Completed,2021-02-20,84,EMP0168,1.0,Charles Murphy,EMP0168,1,2,2021-07-07,1,1,31,Course 31,57,Intermediate,1,,,,
400,41,2022-01-26,Completed,2023-06-17,59,EMP0758,,Sean Cross,EMP0758,1,1,2022-03-11,1,2,41,Course 41,115,Advanced,1,,,,
401,25,2023-08-19,Completed,2024-10-02,72,EMP0248,,Elizabeth Mann,EMP0248,2,1,2021-02-07,1,2,25,Course 25,83,Advanced,1,,,,
402,24,2023-04-16,In Progress,,14,EMP0047,,Joshua Smith,EMP0047,2,2,2020-10-31,1,2,24,Course 24,115,Advanced,1,,,,
403,8,2021-04-02,In Progress,,6,EMP0675,8.0,Scott Garcia,EMP0675,2,1,2020-10-11,2,1,8,Course 8,110,Advanced,1,,,,
404,28,2020-11-12,In Progress,,2,EMP0034,10.0,Gregory Fisher,EMP0034,1,2,2022-01-03,1,1,28,Course 28,86,Beginner,2,,,,
405,25,2021-01-13,In Progress,,13,EMP0542,8.0,Kathryn Alvarez,EMP0542,1,1,2024-06-21,1,1,25,Course 25,83,Advanced,1,,,,
406,7,2020-05-25,In Progress,,24,EMP0266,10.0,Kara Frye,EMP0266,1,2,2022-08-03,1,1,7,Course 7,77,Beginner,1,,,,
407,41,2022-06-18,In Progress,,36,EMP0775,,Heather Huber,EMP0775,1,2,2022-09-29,2,2,41,Course 41,115,Advanced,1,,,,
408,38,2021-09-26,Completed,2024-05-17,54,EMP0065,2.0,Michael Landry,EMP0065,2,2,2021-10-14,1,1,38,Course 38,72,Beginner,2,,,,
409,9,2024-03-07,Completed,2024-06-02,55,EMP0961,,Vernon Mccoy,EMP0961,2,1,2020-04-15,1,1,9,Course 9,47,Advanced,2,,,,
410,44,2021-09-08,In Progress,,49,EMP0903,2.0,Stacy Brooks,EMP0903,1,1,2023-12-08,2,2,44,Course 44,70,Beginner,1,,,,
411,48,2023-12-03,In Progress,,15,EMP0926,8.0,Meghan Williams,EMP0926,1,2,2021-05-09,2,2,48,Course 48,37,Advanced,1,,,,
412,46,2024-03-30,In Progress,,35,EMP0738,6.0,Samantha Curtis,EMP0738,1,2,2021-02-11,2,1,46,Course 46,110,Intermediate,1,,,,
413,44,2024-01-31,In Progress,,35,EMP0460,,James Freeman,EMP0460,1,2,2022-12-19,2,1,44,Course 44,70,Beginner,1,,,,
414,23,2023-06-21,In Progress,,8,EMP0792,10.0,Bernard Dodson,EMP0792,2,1,2023-05-20,1,1,23,Course 23,41,Intermediate,1,,,,
415,34,2024-04-28,Completed,2024-09-07,89,EMP0290,,Daniel Kramer,EMP0290,2,1,2020-08-19,2,1,34,Course 34,81,Advanced,1,,,,
416,23,2022-06-13,In Progress,,35,EMP0326,9.0,Margaret Ortiz,EMP0326,1,2,2023-05-23,2,1,23,Course 23,41,Intermediate,1,,,,
417,20,2021-11-12,Completed,2024-07-24,95,EMP0094,,James Edwards,EMP0094,2,2,2022-02-15,1,1,20,Course 20,53,Intermediate,2,,,,
418,6,2024-08-24,In Progress,,10,EMP0823,,Carol Davis,EMP0823,2,1,2023-12-22,2,1,6,Course 6,37,Advanced,2,,,,
419,28,2022-07-01,Completed,2022-12-13,80,EMP0046,,Ronald Brooks,EMP0046,2,2,2021-10-01,2,1,28,Course 28,86,Beginner,2,,,,
420,17,2022-06-30,Completed,2023-12-03,61,EMP0367,1.0,John Butler,EMP0367,2,2,2022-03-26,2,1,17,Course 17,45,Intermediate,2,,,,
421,46,2023-08-08,Completed,2024-06-30,97,EMP0884,,Kelli Gomez,EMP0884,2,1,2023-06-07,2,2,46,Course 46,110,Intermediate,1,,,,
422,33,2022-10-10,In Progress,,11,EMP0555,3.0,Chelsea Lucero,EMP0555,2,2,2024-06-15,2,1,33,Course 33,74,Advanced,2,,,,
423,21,2024-10-03,Completed,2024-10-09,98,EMP0939,,Jeremy Buck,EMP0939,1,2,2023-05-11,1,1,21,Course 21,109,Intermediate,1,,,,
424,46,2021-12-24,In Progress,,17,EMP0005,,Michael Richards,EMP0005,2,2,2023-05-14,2,1,46,Course 46,110,Intermediate,1,,,,
425,6,2022-07-20,Completed,2022-09-12,58,EMP0466,,Cameron Bailey,EMP0466,1,1,2021-06-10,1,1,6,Course 6,37,Advanced,2,,,,
426,11,2019-11-25,In Progress,,4,EMP0477,,Nicholas Harris,EMP0477,1,2,2022-11-19,2,1,11,Course 11,42,Beginner,1,,,,
427,2,2024-10-12,In Progress,,7,EMP0209,4.0,Bonnie Hanson,EMP0209,2,1,2020-07-19,1,2,2,Course 2,102,Advanced,2,,,,
428,1,2020-09-29,Completed,2021-10-31,79,EMP0228,,Courtney Reid,EMP0228,1,2,2021-09-29,1,1,1,Course 1,107,Intermediate,2,,,,
429,28,2023-02-05,In Progress,,12,EMP0181,,Karen Miller,EMP0181,2,1,2021-12-30,1,1,28,Course 28,86,Beginner,2,,,,
430,49,2020-01-28,In Progress,,49,EMP0545,,Andrea Jenkins,EMP0545,2,2,2023-08-16,1,2,49,Course 49,62,Beginner,2,,,,
431,20,2021-10-08,Completed,2024-05-14,86,EMP0518,1.0,Alexander Adams,EMP0518,1,1,2021-04-24,2,1,20,Course 20,53,Intermediate,2,,,,
432,10,2021-10-02,In Progress,,8,EMP0660,4.0,Courtney Carlson,EMP0660,1,1,2023-11-10,1,1,10,Course 10,88,Advanced,2,,,,
433,2,2023-10-06,In Progress,,20,EMP0114,9.0,Kelly Garcia,EMP0114,1,1,2024-04-24,1,1,2,Course 2,102,Advanced,2,,,,
434,4,2023-10-06,Completed,2023-12-06,50,EMP0844,6.0,Melissa Chapman,EMP0844,1,1,2023-07-31,1,1,4,Course 4,55,Intermediate,2,,,,
435,40,2020-07-05,In Progress,,7,EMP0603,3.0,Rebecca Clements,EMP0603,2,1,2022-11-15,1,2,40,Course 40,68,Beginner,2,,,,
436,50,2022-04-20,Completed,2024-04-29,73,EMP0866,,Robert Gross,EMP0866,2,1,2021-10-01,1,2,50,Course 50,87,Intermediate,2,,,,
437,1,2023-07-11,Completed,2024-02-05,57,EMP0963,,Michael Becker,EMP0963,1,1,2024-07-22,1,1,1,Course 1,107,Intermediate,2,,,,
438,36,2021-10-16,In Progress,,32,EMP0967,,Tanya Sellers,EMP0967,1,2,2023-12-07,1,1,36,Course 36,36,Beginner,2,,,,
439,35,2021-04-04,Completed,2023-01-12,61,EMP0148,,Raymond Vaughan,EMP0148,2,1,2023-03-25,2,1,35,Course 35,56,Advanced,2,,,,
440,46,2024-01-26,In Progress,,41,EMP0502,,Nathan Cooper,EMP0502,1,2,2023-10-06,1,2,46,Course 46,110,Intermediate,1,,,,
441,36,2022-09-29,Completed,2023-06-07,52,EMP0964,8.0,Troy Arnold,EMP0964,2,2,2021-03-20,2,2,36,Course 36,36,Beginner,2,,,,
442,34,2022-08-28,In Progress,,40,EMP0025,,Christopher Smith,EMP0025,1,2,2021-12-27,1,1,34,Course 34,81,Advanced,1,,,,
443,6,2023-08-01,Completed,2023-08-21,65,EMP0759,,Christopher Thompson,EMP0759,2,2,2020-03-05,2,1,6,Course 6,37,Advanced,2,,,,
444,36,2020-10-25,In Progress,,49,EMP0326,,Margaret Ortiz,EMP0326,1,2,2023-05-23,2,1,36,Course 36,36,Beginner,2,,,,
445,48,2024-03-22,In Progress,,40,EMP0142,,Lindsey Gibson,EMP0142,1,2,2022-07-02,1,2,48,Course 48,37,Advanced,1,,,,
446,37,2022-11-29,Completed,2023-01-06,79,EMP0839,,Daniel Watson,EMP0839,1,2,2020-11-27,2,2,37,Course 37,92,Advanced,1,,,,
447,24,2022-12-28,Completed,2024-05-17,77,EMP0506,,Kelly Hill,EMP0506,1,1,2021-04-04,1,1,24,Course 24,115,Advanced,1,,,,
448,13,2021-01-12,Completed,2024-02-08,93,EMP0039,,James Fisher,EMP0039,1,2,2019-10-30,1,1,13,Course 13,54,Beginner,2,,,,
449,32,2022-02-05,Completed,2024-08-13,60,EMP0522,,Denise Gross,EMP0522,1,1,2023-04-17,1,2,32,Course 32,64,Advanced,1,,,,
450,4,2024-02-20,Completed,2024-08-10,76,EMP0005,7.0,Michael Richards,EMP0005,2,2,2023-05-14,2,1,4,Course 4,55,Intermediate,2,,,,
451,8,2024-02-26,Completed,2024-07-14,73,EMP0477,,Nicholas Harris,EMP0477,1,2,2022-11-19,2,1,8,Course 8,110,Advanced,1,,,,
452,47,2022-11-04,In Progress,,26,EMP0463,,Natalie Howell,EMP0463,1,2,2022-11-16,1,1,47,Course 47,88,Intermediate,1,,,,
453,44,2024-06-03,In Progress,,19,EMP0939,,Jeremy Buck,EMP0939,1,2,2023-05-11,1,1,44,Course 44,70,Beginner,1,,,,
454,27,2020-02-25,In Progress,,7,EMP0731,8.0,Michael Baker,EMP0731,2,1,2022-11-14,1,2,27,Course 27,91,Intermediate,2,,,,
455,9,2021-05-10,In Progress,,20,EMP0462,,Crystal Oliver,EMP0462,2,2,2022-03-20,1,1,9,Course 9,47,Advanced,2,,,,
456,31,2019-10-19,Completed,2022-09-25,98,EMP0749,,Natasha Mullen,EMP0749,2,2,2020-07-20,2,2,31,Course 31,57,Intermediate,1,,,,
457,16,2021-01-28,Completed,2021-05-17,96,EMP0772,8.0,Rachel Strickland,EMP0772,1,1,2022-04-11,2,1,16,Course 16,51,Advanced,1,,,,
458,47,2022-09-11,Completed,2023-11-26,61,EMP0325,9.0,Brandy Pugh,EMP0325,2,2,2020-05-10,1,1,47,Course 47,88,Intermediate,1,,,,
459,3,2019-11-10,Completed,2020-09-20,58,EMP0830,10.0,Matthew Campbell,EMP0830,2,2,2023-04-09,1,2,3,Course 3,54,Advanced,2,,,,
460,27,2024-08-03,In Progress,,12,EMP0548,,Joshua Nguyen,EMP0548,2,1,2020-05-29,2,2,27,Course 27,91,Intermediate,2,,,,
461,23,2024-06-26,Completed,2024-08-01,81,EMP0418,3.0,Christopher Walters,EMP0418,2,2,2020-02-07,1,2,23,Course 23,41,Intermediate,1,,,,
462,46,2022-05-10,In Progress,,39,EMP0967,6.0,Tanya Sellers,EMP0967,1,2,2023-12-07,1,1,46,Course 46,110,Intermediate,1,,,,
463,25,2020-07-14,In Progress,,3,EMP0259,,Mark Wilkinson,EMP0259,1,2,2020-03-02,1,2,25,Course 25,83,Advanced,1,,,,
464,6,2019-12-25,Completed,2024-09-06,83,EMP0312,,Dawn Collins,EMP0312,1,2,2019-11-13,2,2,6,Course 6,37,Advanced,2,,,,
465,1,2020-12-22,In Progress,,31,EMP0074,,Melissa Smith,EMP0074,2,2,2022-04-11,2,1,1,Course 1,107,Intermediate,2,,,,
466,44,2022-07-17,Completed,2024-05-21,94,EMP0199,,Shawn Neal,EMP0199,2,2,2022-07-31,1,2,44,Course 44,70,Beginner,1,,,,
467,16,2024-07-29,In Progress,,50,EMP0085,,Christina Williams,EMP0085,1,2,2023-06-30,1,1,16,Course 16,51,Advanced,1,,,,
468,28,2023-07-04,Completed,2024-04-13,74,EMP0784,2.0,Christopher Burnett,EMP0784,1,1,2022-03-12,2,2,28,Course 28,86,Beginner,2,,,,
469,45,2024-09-25,Completed,2024-10-02,78,EMP0039,,James Fisher,EMP0039,1,2,2019-10-30,1,1,45,Course 45,51,Intermediate,2,,,,
470,47,2019-10-31,Completed,2024-09-12,70,EMP0535,5.0,Gregory Levine,EMP0535,1,2,2024-05-01,1,1,47,Course 47,88,Intermediate,1,,,,
471,12,2021-07-13,In Progress,,29,EMP0192,,Chad Coleman,EMP0192,1,2,2024-09-06,2,1,12,Course 12,114,Advanced,1,,,,
472,10,2020-11-26,Completed,2022-01-09,71,EMP0984,1.0,Laura Vargas,EMP0984,1,1,2021-12-01,2,1,10,Course 10,88,Advanced,2,,,,
473,49,2022-09-15,Completed,2024-05-26,91,EMP0985,,Erica Bruce,EMP0985,1,1,2024-06-08,1,1,49,Course 49,62,Beginner,2,,,,
474,39,2023-07-18,In Progress,,18,EMP0155,,Megan Mclaughlin,EMP0155,1,1,2024-08-05,2,2,39,Course 39,102,Beginner,2,,,,
475,42,2020-08-11,In Progress,,11,EMP0132,,Steven Baldwin,EMP0132,1,2,2021-04-21,2,2,42,Course 42,61,Beginner,2,,,,
476,4,2022-02-05,In Progress,,35,EMP0949,,Marissa Jenkins,EMP0949,1,2,2020-05-21,1,2,4,Course 4,55,Intermediate,2,,,,
477,14,2019-12-15,Completed,2024-10-01,53,EMP0641,6.0,Mary Osborn,EMP0641,1,1,2024-07-16,1,1,14,Course 14,118,Beginner,2,,,,
478,12,2024-08-16,Completed,2024-10-12,88,EMP0306,3.0,Barry Leblanc,EMP0306,1,1,2021-08-11,2,1,12,Course 12,114,Advanced,1,,,,
479,3,2023-01-20,In Progress,,3,EMP0674,3.0,Kevin Shelton,EMP0674,2,1,2020-11-12,2,1,3,Course 3,54,Advanced,2,,,,
480,40,2020-01-10,Completed,2021-06-02,54,EMP0293,5.0,Jeffrey Kirk,EMP0293,1,1,2022-06-15,1,1,40,Course 40,68,Beginner,2,,,,
481,3,2024-05-14,Completed,2024-07-13,75,EMP0532,,Jesus Rodriguez,EMP0532,2,2,2022-04-27,2,2,3,Course 3,54,Advanced,2,,,,
482,7,2022-10-15,Completed,2024-09-26,73,EMP0966,,Erin Gardner DDS,EMP0966,1,2,2022-10-25,2,2,7,Course 7,77,Beginner,1,,,,
483,3,2021-07-29,In Progress,,12,EMP0129,1.0,Heidi Odom,EMP0129,2,1,2020-11-12,2,1,3,Course 3,54,Advanced,2,,,,
484,31,2024-07-11,In Progress,,7,EMP0904,1.0,Megan Edwards,EMP0904,2,1,2021-11-07,1,2,31,Course 31,57,Intermediate,1,,,,
485,39,2023-12-30,In Progress,,24,EMP0933,10.0,Nicole Stanley,EMP0933,2,1,2022-02-18,1,1,39,Course 39,102,Beginner,2,,,,
486,5,2022-04-18,Completed,2024-06-03,80,EMP0531,4.0,Lauren Brown DDS,EMP0531,1,1,2024-04-25,1,1,5,Course 5,50,Beginner,1,,,,
487,16,2023-05-20,Completed,2024-10-09,77,EMP0861,8.0,Wendy Page,EMP0861,1,1,2020-04-09,2,2,16,Course 16,51,Advanced,1,,,,
488,32,2019-11-09,In Progress,,12,EMP0009,,Jennifer Massey,EMP0009,1,2,2021-12-04,2,1,32,Course 32,64,Advanced,1,,,,
489,24,2020-09-05,Completed,2022-12-12,84,EMP0527,,Judy Powell,EMP0527,1,1,2023-08-25,1,1,24,Course 24,115,Advanced,1,,,,
490,6,2022-02-16,Completed,2022-04-03,85,EMP0508,,Cindy Barrett,EMP0508,1,1,2022-03-05,2,1,6,Course 6,37,Advanced,2,,,,
491,33,2020-02-17,In Progress,,24,EMP0510,,Julie Mccullough,EMP0510,2,1,2020-07-20,2,1,33,Course 33,74,Advanced,2,,,,
492,40,2024-01-01,Completed,2024-08-24,62,EMP0120,4.0,Thomas Singh,EMP0120,2,2,2020-07-07,2,1,40,Course 40,68,Beginner,2,,,,
493,38,2023-02-06,In Progress,,47,EMP0691,10.0,Madison Hunter,EMP0691,1,2,2019-11-22,1,1,38,Course 38,72,Beginner,2,,,,
494,46,2020-06-11,In Progress,,38,EMP0706,,Joseph Deleon,EMP0706,1,1,2021-09-19,2,2,46,Course 46,110,Intermediate,1,,,,
495,3,2022-11-29,In Progress,,43,EMP0005,,Michael Richards,EMP0005,2,2,2023-05-14,2,1,3,Course 3,54,Advanced,2,,,,
496,47,2021-06-17,Completed,2022-11-07,55,EMP0687,,Mary Mueller,EMP0687,2,1,2020-04-14,2,1,47,Course 47,88,Intermediate,1,,,,
497,24,2023-04-06,In Progress,,27,EMP0246,8.0,Ms. Virginia Harrison,EMP0246,2,1,2023-03-10,2,2,24,Course 24,115,Advanced,1,,,,
498,6,2023-04-20,Completed,2023-10-15,74,EMP0822,6.0,Nicole Hall,EMP0822,1,1,2021-01-08,2,2,6,Course 6,37,Advanced,2,,,,
499,15,2023-01-19,Completed,2023-02-06,66,EMP0722,2.0,Mr. Thomas Johnson,EMP0722,1,2,2024-07-02,1,1,15,Course 15,41,Advanced,1,,,,
500,5,2020-06-27,Completed,2023-03-29,67,EMP0508,2.0,Cindy Barrett,EMP0508,1,1,2022-03-05,2,1,5,Course 5,50,Beginner,1,,,,
501,23,2023-07-09,In Progress,,7,EMP0337,,Richard Jordan,EMP0337,2,1,2024-02-05,2,2,23,Course 23,41,Intermediate,1,,,,
502,3,2021-12-27,Completed,2024-04-11,67,EMP0353,6.0,Scott Hughes,EMP0353,1,2,2020-10-04,2,1,3,Course 3,54,Advanced,2,,,,
503,34,2023-01-27,Completed,2023-12-25,98,EMP0400,8.0,Gregory Wagner,EMP0400,2,1,2024-04-11,1,2,34,Course 34,81,Advanced,1,,,,
504,24,2020-02-29,In Progress,,1,EMP0574,,Lindsey Vang,EMP0574,1,1,2022-02-08,2,1,24,Course 24,115,Advanced,1,,,,
505,34,2022-08-06,In Progress,,9,EMP0006,7.0,Christopher Austin,EMP0006,1,1,2020-05-26,2,1,34,Course 34,81,Advanced,1,,,,
506,40,2023-11-07,In Progress,,11,EMP0132,10.0,Steven Baldwin,EMP0132,1,2,2021-04-21,2,2,40,Course 40,68,Beginner,2,,,,
507,24,2022-06-28,Completed,2024-06-01,51,EMP0891,,Eddie Johnson,EMP0891,2,1,2022-08-01,1,2,24,Course 24,115,Advanced,1,,,,
508,10,2022-07-04,Completed,2023-06-12,70,EMP0050,,Luis Mcdonald,EMP0050,1,2,2022-04-06,2,1,10,Course 10,88,Advanced,2,,,,
509,28,2021-11-07,Completed,2022-01-25,87,EMP0501,2.0,Ryan Rodriguez,EMP0501,1,2,2022-03-27,2,2,28,Course 28,86,Beginner,2,,,,
510,45,2020-06-10,In Progress,,33,EMP0593,4.0,Joel Walker,EMP0593,2,1,2021-11-03,1,2,45,Course 45,51,Intermediate,2,,,,
511,45,2021-01-06,In Progress,,48,EMP0875,,Andrew Wood,EMP0875,2,1,2019-11-18,1,2,45,Course 45,51,Intermediate,2,,,,
512,26,2022-03-31,Completed,2023-10-24,58,EMP0964,,Troy Arnold,EMP0964,2,2,2021-03-20,2,2,26,Course 26,110,Beginner,2,,,,
513,22,2020-08-13,In Progress,,33,EMP0502,4.0,Nathan Cooper,EMP0502,1,2,2023-10-06,1,2,22,Course 22,74,Beginner,2,,,,
514,23,2019-12-18,In Progress,,9,EMP0499,4.0,Joshua Woods,EMP0499,1,2,2020-02-18,2,1,23,Course 23,41,Intermediate,1,,,,
515,12,2023-03-02,Completed,2024-08-21,54,EMP0585,9.0,Christina Love,EMP0585,2,1,2024-10-10,1,1,12,Course 12,114,Advanced,1,,,,
516,48,2024-02-07,In Progress,,7,EMP0497,6.0,Michael Holland,EMP0497,1,2,2021-08-16,2,1,48,Course 48,37,Advanced,1,,,,
517,38,2022-10-06,Completed,2024-02-28,86,EMP0907,,Courtney Freeman,EMP0907,2,2,2023-11-08,1,2,38,Course 38,72,Beginner,2,,,,
518,16,2021-12-11,In Progress,,35,EMP0191,4.0,Jordan Martinez,EMP0191,1,2,2022-05-14,2,2,16,Course 16,51,Advanced,1,,,,
